Seq_1	Seq_2	Ka	Ks	Ka_Ks	EffectiveLen	AverageS-sites	AverageN-sites	cN	cS	pN	pS	Note
Pno02G007314.t1	Pno04G003798.t1	0.17952579098060917	0.982397508022513	0.1827425146282996	1578.0	337.8333333333335	1240.1666666666665	198.0	185.0	0.15965596022040052	0.5476073014306855	
Pno02G007335.t1	Pno04G003804.t1	0.1363405622267319	0.4944149429443313	0.27576141088050243	1224.0	288.1666666666669	935.8333333333331	116.66666666666666	104.33333333333333	0.12466607301869993	0.3620589936379407	
Pno02G010209.t1	Pno04G002536.t1	-0.0	0.4651902638370752	-0.0	408.0	98.08333333333334	309.91666666666663	0.0	34.0	0.0	0.346644010195412	
Pno02G010367.t1	Pno04G002620.t1	0.04621191156225353	0.2858228142941299	0.16168027621020667	3369.0	814.166666666671	2554.833333333329	114.5	193.5	0.04481701350381637	0.23766632548618094	
Pno02G010400.t1	Pno04G002657.t1	0.12635632027654065	0.5412092211038736	0.23347037587204975	1143.0	275.1666666666669	867.8333333333331	100.91666666666667	106.08333333333334	0.1162857691569042	0.38552392489400333	
Pno02G010432.t1	Pno04G002658.t1	0.17793702248645843	0.3820174915889193	0.4657823958436243	1284.0	302.33333333333337	981.6666666666666	155.5	90.5	0.15840407470288626	0.29933847850055123	
Pno02G010483.t1	Pno04G002689.t1	0.704814261964008	1.3507364898719498	0.5217999715331778	1209.0	263.2500000000004	945.7499999999995	432.16666666666674	164.83333333333334	0.4569565600493439	0.626147515036403	
Pno02G010523.t1	Pno04G002716.t1	0.1336643774068435	0.5776315881349934	0.23140074080506473	615.0	148.7500000000001	466.2499999999999	57.083333333333336	59.91666666666667	0.12243074173369083	0.402801120448179	
Pno02G004323.t1	Pno04G004998.t1	0.06913900921903066	0.6106404270384203	0.11322376665159867	495.0	108.91666666666663	386.08333333333337	25.5	45.5	0.0660479171163393	0.41775057383320596	
Pno02G004349.t1	Pno04G004993.t1	0.07938261809549677	0.26411557651285095	0.30056015303449657	657.0	139.2499999999999	517.7500000000001	39.0	31.0	0.07532592950265571	0.22262118491921024	
Pno02G004369.t1	Pno04G004992.t2	0.019983578644562232	0.2504602946864466	0.07978741169166094	1548.0	364.7499999999993	1183.2500000000007	23.333333333333336	77.66666666666666	0.019719698570321843	0.21293123143705772	
Pno02G004420.t1	Pno04G004991.t1	0.06408947521342082	0.3145125208705387	0.20377400249766736	2382.0	555.9999999999991	1826.000000000001	112.16666666666667	142.83333333333331	0.061427528294998146	0.2568944844124704	
Pno02G004444.t1	Pno04G004976.t1	0.18714436193580944	0.45742131624598437	0.4091290792298146	1659.0	368.9166666666659	1290.083333333334	213.66666666666666	126.33333333333334	0.1656223758155157	0.34244409306528195	
Pno02G004448.t1	Pno04G004972.t1	0.14970979042801175	0.5069130848521233	0.2953362122654322	762.0	178.6666666666667	583.3333333333333	79.16666666666666	65.83333333333334	0.1357142857142857	0.3684701492537313	
Pno02G004461.t1	Pno04G004971.t1	0.16271314318040636	0.42287506790971907	0.38477828448175266	909.0	198.0000000000002	710.9999999999998	104.0	64.0	0.14627285513361468	0.3232323232323229	
Pno02G004475.t2	Pno04G004970.t1	0.12944383606981724	0.6336818148624779	0.20427260658870136	381.0	92.91666666666667	288.0833333333333	34.25	39.75	0.1188892102979462	0.4278026905829596	
Pno02G004491.t1	Pno04G004968.t3	0.08671762994323776	0.3523381889722049	0.24612043955893378	741.0	177.2500000000001	563.75	46.166666666666664	49.833333333333336	0.08189209164818921	0.2811471556182415	
Pno02G004506.t1	Pno04G004966.t1	0.12302822152975465	0.5076779001678108	0.24233519223328057	2124.0	520.7499999999987	1603.2500000000011	181.91666666666666	192.08333333333334	0.1134674359374187	0.36885901744279176	
Pno02G004509.t1	Pno04G004965.t1	0.06316481504648261	0.3490707427508212	0.18095132966091015	1158.0	255.5833333333337	902.4166666666663	54.66666666666667	71.33333333333334	0.0605780773848001	0.2791000978154545	
Pno02G004528.t1	Pno04G004962.t1	0.06874543375737585	0.3434079855149512	0.20018589158399996	1575.0	364.7499999999991	1210.250000000001	79.49999999999999	100.50000000000001	0.065688907250568	0.27553118574366076	
Pno02G004626.t1	Pno04G004961.t1	0.3656918664375916	1.3222300218821825	0.2765720490274699	375.0	82.75	292.25	84.58333333333331	51.41666666666666	0.28942115768463067	0.6213494461228599	
Pno02G004685.t1	Pno04G004959.t1	0.048541826961562014	0.38987134099195664	0.12450729729981222	2991.0	725.2500000000018	2265.749999999998	106.5	220.5	0.04700430321085737	0.3040330920372278	
Pno02G004716.t1	Pno04G004951.t1	0.011999256029163767	0.44099878764664235	0.027209272146068508	1323.0	314.9166666666664	1008.0833333333337	12.0	105.0	0.011903777796147801	0.33342154008997116	
Pno02G004725.t1	Pno04G004945.t1	0.2537580966645497	0.35694749761391315	0.7109115440249515	1257.0	252.91666666666737	1004.0833333333326	216.16666666666669	71.83333333333333	0.2152875757324261	0.28401976935749507	
Pno02G004729.t1	Pno04G004944.t1	0.08669434070742361	0.6632345716127646	0.13071444767514453	336.0	79.5	256.5	21.0	35.0	0.08187134502923976	0.44025157232704404	
Pno02G004730.t2	Pno04G004943.t1	0.23269667480724154	0.6265535676549392	0.37139150875507293	366.0	83.58333333333329	282.41666666666674	56.5	35.5	0.2000590144585423	0.42472582253240304	
Pno02G004766.t1	Pno04G004942.t1	0.09153159254541171	0.30210108376737055	0.30298333062550203	882.0	203.08333333333343	678.9166666666665	58.5	50.5	0.08616668712409478	0.24866639310627808	
Pno02G004774.t1	Pno04G004940.t1	0.1417073581893183	0.4897864263412272	0.28932479662185	756.0	175.1666666666667	580.8333333333333	75.00000000000001	63.0	0.12912482065997136	0.35965746907706936	
Pno02G004789.t1	Pno04G004937.t1	0.08981698715100422	0.31876949518539194	0.28176155029755245	2739.0	572.1666666666647	2166.8333333333353	183.41666666666669	148.58333333333331	0.08464733482039836	0.25968540635013193	
Pno02G004802.t2	Pno04G004936.t1	0.07307062145548258	0.2628880584931951	0.27795336872395077	1143.0	278.8333333333336	864.1666666666664	60.16666666666667	61.83333333333333	0.06962391513982645	0.221757322175732	
Pno02G004821.t1	Pno04G004932.t1	0.1686796732823226	0.48449456083088327	0.34815596896081896	885.0	191.00000000000009	693.9999999999999	104.83333333333333	68.16666666666667	0.15105667627281463	0.35689354275741697	
Pno02G004896.t1	Pno04G004929.t1	0.10318060173111097	0.25153792489123517	0.41019898600072413	762.0	183.66666666666686	578.3333333333331	55.75	39.25	0.0963976945244957	0.21370235934664225	
Pno02G004937.t1	Pno04G004923.t1	0.0512517380503349	0.36290236033309653	0.14122734832391987	819.0	203.33333333333343	615.6666666666665	30.5	58.5	0.049539794260963735	0.28770491803278675	
Pno02G004944.t1	Pno04G004922.t1	0.08384370779432773	0.23111240940495914	0.3627832361325754	1884.0	422.7499999999989	1461.2500000000011	115.91666666666667	84.08333333333333	0.07932706016538346	0.19889611669623547	
Pno02G005009.t1	Pno04G004920.t1	0.16355289260019765	0.4354909155168549	0.3755598263309068	543.0	121.08333333333317	421.91666666666686	62.0	40.0	0.14694844953584824	0.3303509979353067	
Pno02G005023.t1	Pno04G004916.t1	0.11831626431360992	0.28461721627867786	0.4157031182462366	1413.0	316.6666666666665	1096.3333333333335	120.0	75.0	0.10945576162967466	0.23684210526315802	
Pno02G005075.t1	Pno04G004912.t1	0.3455462466673927	2.6243472405647874	0.13166940766307567	1128.0	254.58333333333394	873.4166666666661	241.83333333333334	185.16666666666663	0.27688197691060035	0.7273322422258574	
Pno02G005109.t3	Pno04G004908.t3	0.171669705352399	0.3586499144545459	0.4786553640016436	981.0	223.91666666666714	757.0833333333328	116.16666666666669	63.833333333333336	0.15343973582828851	0.28507629326386247	
Pno02G005129.t1	Pno04G004907.t2	0.011820575650871655	0.2643865210963417	0.04470944888512025	552.0	125.66666666666654	426.3333333333335	5.0	28.0	0.011727912431587174	0.2228116710875334	
Pno02G005140.t1	Pno04G004903.t1	0.08872632707258249	0.5219591275450411	0.16998711659645432	1533.0	347.9166666666663	1185.0833333333337	99.16666666666667	130.83333333333331	0.08367906616974893	0.3760479041916171	
Pno02G005168.t1	Pno04G004901.t3	0.09534170777129022	0.3701534693866474	0.2575734544087175	894.0	207.08333333333346	686.9166666666665	61.5	60.5	0.08953051073638241	0.29215291750503003	
Pno02G005171.t1	Pno04G004895.t1	0.05924409541198684	0.3419193757549032	0.17326919622845405	822.0	207.58333333333354	614.4166666666665	35.0	57.0	0.05696460056964602	0.27458851866720163	
Pno02G005206.t1	Pno04G004893.t1	0.03583333909001854	0.2420800441972884	0.14802268897809429	1434.0	347.9999999999999	1086.0	38.0	72.0	0.034990791896869246	0.206896551724138	
Pno02G005210.t1	Pno04G004891.t1	0.16289438640873677	0.37056866960481905	0.4395794889580121	774.0	169.00000000000006	605.0	88.58333333333334	49.41666666666667	0.14641873278236917	0.2924063116370808	
Pno02G005222.t1	Pno04G004888.t1	0.07815884345008514	0.3190477341180204	0.24497539111552832	2040.0	477.16666666666504	1562.8333333333348	116.0	124.0	0.0742241655113575	0.25986727209221183	
Pno02G005238.t2	Pno04G004885.t1	0.1404524218766866	0.3174142712600241	0.44248931000846126	1365.0	314.9166666666663	1050.0833333333337	134.5	81.5	0.1280850726132846	0.25879862397459674	
Pno02G005239.t1	Pno04G004884.t1	0.09092632685770405	0.8556261893178432	0.10626875146282748	528.0	128.99999999999991	399.00000000000006	34.166666666666664	65.83333333333333	0.08563074352548035	0.5103359173126618	
Pno02G005243.t2	Pno04G004881.t1	0.05219734715544004	0.3014533256926466	0.17315233472878983	1230.0	283.0000000000002	946.9999999999998	47.75	70.25	0.050422386483632536	0.24823321554770297	
Pno02G005249.t1	Pno04G004878.t1	0.07369796472029785	0.3995894742946847	0.18443419925007312	672.0	166.25000000000006	505.74999999999994	35.5	51.5	0.07019278299555116	0.3097744360902255	
Pno02G005258.t1	Pno04G004873.t1	0.08552957761495063	0.6491428827244023	0.13175770680252955	1320.0	303.4999999999999	1016.5000000000001	82.16666666666666	131.83333333333331	0.08083292343007048	0.4343767160900605	
Pno02G005272.t1	Pno04G004872.t1	0.14512401620547605	0.6083965220334884	0.23853524954484848	969.0	235.7500000000004	733.2499999999995	96.75	98.25	0.131946812137743	0.41675503711558787	
Pno02G005275.t2	Pno04G004871.t1	0.14905943497896773	0.39316888755928137	0.3791231699545219	615.0	127.99999999999986	487.00000000000017	65.83333333333333	39.166666666666664	0.13518138261464743	0.30598958333333365	
Pno02G005276.t1	Pno04G004870.t1	0.08625192155241189	0.3533807746651332	0.2440764403047817	1833.0	422.5833333333324	1410.4166666666674	114.91666666666666	119.08333333333334	0.08147710487444604	0.2817984618418464	
Pno02G005280.t1	Pno04G004864.t1	0.060940490816626114	0.3187101261456946	0.19120977282274326	1017.0	231.08333333333368	785.9166666666663	46.0	60.0	0.05853037853886123	0.2596465921384778	
Pno02G005285.t1	Pno04G004862.t1	0.19551423269561835	0.5518376093662483	0.354296679633986	771.0	189.0000000000002	581.9999999999998	100.16666666666667	73.83333333333333	0.17210767468499436	0.39065255731922355	
Seq_1	Seq_2	Ka	Ks	Ka_Ks	EffectiveLen	AverageS-sites	AverageN-sites	cN	cS	pN	pS	Note
Pno02G005301.t1	Pno04G004861.t1	0.16525743227673256	0.5466555637828645	0.30230632088174264	828.0	171.7500000000001	656.2499999999999	97.33333333333333	66.66666666666666	0.14831746031746035	0.3881610868510429	
Pno02G005308.t1	Pno04G004857.t1	0.17119398898573515	2.150608453522738	0.07960258349459945	681.0	158.33333333333326	522.6666666666667	80.0	111.99999999999999	0.1530612244897959	0.7073684210526319	
Pno02G005309.t1	Pno04G004852.t1	0.5620346554060208	1.3018620917747008	0.43171596973059884	1164.0	259.25000000000034	904.7499999999998	357.83333333333326	160.16666666666666	0.3955052040158423	0.6178077788492438	
Pno02G005312.t1	Pno04G004851.t1	0.12888769269499445	0.38829165211878813	0.33193526564811254	567.0	161.66666666666669	405.3333333333333	48.0	49.0	0.11842105263157895	0.3030927835051546	
Pno02G005313.t6	Pno04G004848.t3	0.08729478334654134	0.2571802883107183	0.339430303620603	2505.0	602.833333333333	1902.166666666667	156.75	131.25	0.0824060282134408	0.2177218689521704	
Pno02G005315.t1	Pno04G004847.t1	0.07744935407386908	0.30336922677861533	0.2552973315595652	1959.0	470.9166666666657	1488.0833333333344	109.5	117.5	0.07358458867670936	0.24951336046717446	
Pno02G005316.t1	Pno04G004845.t1	0.14935317225876005	0.3207884383122239	0.4655815310693784	1650.0	378.66666666666606	1271.333333333334	172.16666666666666	98.83333333333334	0.1354221289984268	0.261003521126761	
Pno02G005319.t1	Pno04G004843.t1	0.0500406612026727	0.6527769947592643	0.07665812613559864	1797.0	433.5833333333326	1363.4166666666674	66.0	189.0	0.04840779903428883	0.435902364020758	
Pno02G005335.t1	Pno04G004840.t2	0.11867592335110783	0.26412371329289897	0.44931945667257306	1719.0	366.0833333333327	1352.9166666666674	148.5	81.5	0.1097628580227902	0.2226269064420673	
Pno02G005348.t1	Pno04G004833.t1	0.09559409737804846	0.6151421562218427	0.15540163588393988	918.0	217.00000000000028	700.9999999999998	62.916666666666664	91.08333333333333	0.08975273418925347	0.4197388632872498	
Pno02G005359.t1	Pno04G004818.t1	0.12211018617369493	0.3355861904680173	0.3638713083020397	525.0	125.6666666666665	399.3333333333335	45.0	34.0	0.11268781302170279	0.2705570291777192	
Pno02G005368.t1	Pno04G004812.t1	0.09563714865598945	0.4263866952348797	0.22429674688443713	1518.0	359.74999999999943	1158.2500000000007	104.0	117.0	0.08979063241959848	0.32522585128561554	
Pno02G005371.t1	Pno04G004809.t1	0.05938509462766256	0.2933222841445712	0.20245681231090215	1161.0	267.75000000000034	893.2499999999997	51.0	65.0	0.05709487825356845	0.24276377217553657	
Pno02G005394.t1	Pno04G004803.t1	0.08646842581725595	0.4939783638767873	0.1750449658131661	1062.0	243.6666666666672	818.3333333333328	66.83333333333333	88.16666666666667	0.08167006109979638	0.36183310533515656	
Pno02G005404.t1	Pno04G004802.t1	0.15679211804962973	0.29843048823248525	0.5253890746158768	2454.0	532.7499999999981	1921.250000000002	271.83333333333337	131.16666666666669	0.14148774669269126	0.24620678867511434	
Pno02G005405.t1	Pno04G004800.t1	0.11331400582709075	0.31659912044503324	0.35791004620546285	2346.0	524.3333333333317	1821.6666666666683	191.58333333333334	135.41666666666666	0.10516925892040246	0.25826446280991816	
Pno02G005419.t1	Pno04G004792.t1	0.09307300302710789	0.3714761058347671	0.2505490974122218	1059.0	249.75000000000037	809.2499999999995	70.83333333333333	73.16666666666667	0.08752960560189481	0.2929596262929592	
Pno02G005424.t1	Pno04G004790.t1	0.10598241209905439	0.49667672136880037	0.21338308710538223	1056.0	240.666666666667	815.333333333333	80.58333333333334	87.41666666666667	0.09883483237939499	0.36322714681440393	
Pno02G005433.t2	Pno04G004785.t3	0.05662668875435127	0.3021633461360041	0.18740422846940386	1080.0	258.0000000000003	821.9999999999998	44.833333333333336	64.16666666666667	0.0545417680454177	0.24870801033591705	
Pno02G005452.t1	Pno04G004777.t1	0.12697964151141333	0.3916982818908106	0.32417717253814776	780.0	169.33333333333357	610.6666666666664	71.33333333333333	51.666666666666664	0.11681222707423584	0.30511811023622004	
Pno02G005457.t1	Pno04G004767.t1	0.06783602000341525	0.3187161775490055	0.2128414708192365	1713.0	410.16666666666555	1302.8333333333344	84.5	106.5	0.06485864142254057	0.25965054855749764	
Pno02G005476.t3	Pno04G004764.t2	0.08086559427989254	0.34646817420767717	0.23339977608281195	1896.0	441.49999999999886	1454.5000000000011	111.5	122.5	0.07665864558267439	0.2774631936579849	
Pno02G005481.t2	Pno04G004762.t1	0.08651237521931845	0.31636760141985065	0.2734552300268829	1023.0	223.41666666666703	799.583333333333	65.33333333333334	57.66666666666667	0.08170922355393438	0.25811264453562066	
Pno02G005507.t2	Pno04G004755.t1	0.16258285369421288	0.3420748572489054	0.475284430436558	483.0	119.83333333333327	363.16666666666674	53.083333333333336	32.91666666666667	0.14616796695731984	0.27468706536856763	
Pno02G005529.t1	Pno04G004752.t1	0.03483882979753053	0.3160785925372811	0.11022204799719655	1833.0	418.0833333333322	1414.9166666666679	48.166666666666664	107.83333333333333	0.03404205194652214	0.2579230615905927	
Pno02G005535.t1	Pno04G004747.t1	0.07126358213299881	0.37115526776158325	0.19200477084101622	1242.0	300.58333333333337	941.4166666666666	64.0	88.0	0.06798265026113127	0.292764069864153	
Pno02G005546.t1	Pno04G004743.t1	0.2982291133165095	0.5345704643484072	0.5578855047295284	1602.0	387.5833333333329	1214.4166666666672	298.8333333333333	148.16666666666666	0.24607150209291143	0.38228337991829753	
Pno02G005550.t1	Pno04G004738.t3	0.1324926944712262	0.6882692053495805	0.19250126758748637	879.0	198.33333333333368	680.6666666666663	82.66666666666667	89.33333333333333	0.1214495592556318	0.45042016806722607	
Pno02G005570.t1	Pno04G004730.t1	0.023374178892604992	0.3048273401233467	0.07668006053245341	780.0	171.66666666666683	608.3333333333331	14.0	43.0	0.023013698630136994	0.25048543689320363	
Pno02G005571.t1	Pno04G004729.t1	0.19392445388540375	0.5730555411191034	0.33840429063244787	876.0	197.16666666666686	678.8333333333331	116.0	79.0	0.17088141419101405	0.4006762468300926	
Pno02G005575.t2	Pno04G004727.t1	0.05143293672300554	0.3418483610761719	0.15045541409380947	1605.0	387.9166666666659	1217.0833333333342	60.5	106.5	0.049709003765833586	0.27454350161117136	
Pno02G005599.t1	Pno04G004720.t1	0.09697699437736776	0.490899258324124	0.19754968607701004	675.0	169.3333333333334	505.66666666666663	46.0	61.0	0.0909690177982861	0.3602362204724408	
Pno02G005600.t1	Pno04G004719.t1	0.06073118978845724	0.4524423349173887	0.13422967989842535	1122.0	264.916666666667	857.0833333333329	50.0	90.0	0.058337384540593125	0.3397294746775711	
Pno02G005602.t1	Pno04G004718.t1	0.05325566290454513	0.2873151145313917	0.1853562872646106	2820.0	646.25	2173.75	111.75	154.25	0.051408855664174816	0.23868471953578335	
Pno02G005618.t1	Pno04G004712.t1	0.0805492388152323	0.3283482191014122	0.245316508905304	1824.0	409.9166666666652	1414.0833333333348	108.0	109.0	0.07637456538393533	0.26590770481805337	
Pno02G005620.t1	Pno04G004711.t1	0.08845763299705926	0.6895646046065155	0.1282804140556716	1341.0	302.33333333333314	1038.666666666667	86.66666666666667	136.33333333333334	0.08344030808729137	0.4509371554575527	
Pno02G005623.t2	Pno04G004706.t1	0.11846892100843667	0.3024475474942634	0.39170071633886766	2058.0	491.49999999999847	1566.5000000000014	171.66666666666666	122.33333333333333	0.10958612618363646	0.2488979315022049	
Pno02G005633.t1	Pno04G004703.t1	0.07039810415594637	0.45114943935506513	0.15604165275387036	882.0	219.75000000000017	662.2499999999998	44.5	74.5	0.06719516798792	0.33902161547212717	
Pno02G005642.t1	Pno04G004699.t1	0.10060572217227698	0.5629842544658715	0.17870077426539424	480.0	115.33333333333329	364.66666666666674	34.33333333333333	45.666666666666664	0.09414990859232172	0.3959537572254337	
Pno02G005643.t1	Pno04G004698.t1	0.15557366143453386	0.37541056471453205	0.41440938550260153	369.0	91.41666666666666	277.58333333333337	39.0	27.0	0.1404983488441909	0.2953509571558797	
Pno02G005644.t1	Pno04G004697.t1	0.07212299593379945	0.2800896677257717	0.25749966615838593	1782.0	414.9999999999993	1367.0000000000007	94.0	97.0	0.06876371616678856	0.23373493975903653	
Pno02G005645.t1	Pno04G004695.t1	0.09206986163798077	0.25331448489544106	0.3634607064652613	4488.0	998.5833333333399	3489.41666666666	302.3333333333333	214.66666666666666	0.08664294414061582	0.2149712092130504	
Pno02G005646.t3	Pno04G004694.t1	0.07607940535330956	0.3297166789435236	0.23074175560994606	1590.0	359.83333333333303	1230.166666666667	89.0	96.0	0.07234792033599781	0.266790180639185	
Pno02G005647.t1	Pno04G004693.t1	0.12049790303727542	0.4651090524069696	0.25907451685511373	2127.0	502.4999999999983	1624.5000000000018	180.83333333333331	174.16666666666666	0.11131630245203639	0.3466003316749597	
Pno02G005662.t1	Pno04G004685.t1	0.7014438914779813	2.998157028286089	0.2339583567038732	1713.0	400.9166666666659	1312.0833333333342	597.8333333333334	295.1666666666667	0.4556367100666876	0.7362294741218057	
Pno02G005672.t1	Pno04G004682.t1	0.050230137879455794	0.5722651777069027	0.08777423445670879	882.0	216.5000000000002	665.4999999999998	32.333333333333336	86.66666666666666	0.04858502379163538	0.40030792917628905	
Pno02G005674.t2	Pno04G004681.t1	0.08549787483547892	0.3239200577823611	0.26394745487766047	639.0	150.16666666666666	488.83333333333337	39.5	39.5	0.08080463689055574	0.26304106548279693	
Pno02G005680.t1	Pno04G004679.t1	0.07740653126347134	0.5184524630992348	0.1493030446817557	888.0	221.75000000000017	666.2499999999998	49.0	83.0	0.07354596622889309	0.37429537767756454	
Pno02G005684.t1	Pno04G004678.t1	0.13654579573659198	0.4650002136643295	0.293646737623137	999.0	231.3333333333337	767.6666666666663	95.83333333333333	80.16666666666667	0.1248371689101173	0.3465417867435153	
Pno02G005688.t1	Pno04G004677.t1	0.0881736820202953	0.4716530612039953	0.18694606114760098	1098.0	238.50000000000006	859.5	71.5	83.5	0.08318789994182664	0.35010482180293495	
Pno02G005699.t1	Pno04G004674.t2	0.08082539958960636	0.3243172570244677	0.24921707938442694	879.0	217.7500000000001	661.2499999999999	50.666666666666664	57.333333333333336	0.07662255828607437	0.2632988901645617	
Pno02G005701.t1	Pno04G004669.t1	0.1538407234402506	0.2436275887367262	0.6314585480156645	846.0	207.91666666666677	638.0833333333333	88.75	43.25	0.13908841582865353	0.20801603206412816	
Pno02G005719.t1	Pno04G004664.t1	0.06885101084916131	0.23509713205625066	0.29286197686447163	1023.0	247.7500000000003	775.2499999999997	51.0	50.0	0.06578523057078364	0.2018163471241168	
Pno02G005721.t1	Pno04G004663.t1	0.08441082016262585	0.2831865350243467	0.2980749778776336	2061.0	534.9166666666658	1526.0833333333342	121.83333333333333	126.16666666666667	0.07983399770654721	0.235862283844836	
Pno02G005726.t1	Pno04G004657.t1	0.3192200548438083	1.619103364413648	0.19715853963370186	1266.0	272.3333333333337	993.6666666666663	258.33333333333337	180.66666666666669	0.25997987252599813	0.6634026927784569	
Pno02G005728.t1	Pno04G004655.t1	0.3670549828901295	0.5833361742754896	0.6292340490387316	1122.0	254.66666666666708	867.3333333333329	251.75000000000003	103.25000000000001	0.29025749423520386	0.40543193717277426	
Pno02G005729.t1	Pno04G004654.t2	0.12366276865488413	0.3268237272347688	0.37837757283164714	1422.0	350.41666666666623	1071.583333333334	122.16666666666667	92.83333333333333	0.11400575472431754	0.26492271105826426	
Pno02G005734.t1	Pno04G004650.t1	0.0868663667457254	0.4665226781665048	0.18619966576356287	1335.0	310.91666666666663	1024.0833333333335	84.0	108.0	0.08202457482301244	0.3473599571160547	
Pno02G005738.t1	Pno04G004647.t2	0.09162005309496365	0.39790203519160355	0.2302578147177494	1071.0	241.00000000000034	829.9999999999997	71.58333333333334	74.41666666666666	0.08624497991967876	0.3087828492392803	
Pno02G005744.t1	Pno04G004641.t1	0.047399421203089355	0.41149139522928113	0.11518933749921699	1857.0	430.9999999999992	1426.000000000001	65.5	136.5	0.045932678821879354	0.31670533642691473	
Pno02G005745.t1	Pno04G004640.t1	0.08079459506381936	0.4663569699600279	0.1732462475488345	1101.0	261.0833333333338	839.9166666666663	64.33333333333334	90.66666666666666	0.076594900287727	0.347270986275135	
Pno02G005749.t1	Pno04G004639.t1	0.3886213385376166	3.3034608198369124	0.11764066829671142	261.0	65.91666666666671	195.0833333333333	59.16666666666667	48.83333333333333	0.3032891926527126	0.7408343868520854	
Pno02G005758.t1	Pno04G004636.t1	0.07338076936845736	0.28796917716540094	0.25482161004443066	537.0	114.99999999999987	422.0000000000001	29.5	27.5	0.06990521327014217	0.23913043478260895	
Pno02G005762.t3	Pno04G004635.t1	0.1292743042384896	0.32491869859796074	0.39786661954610253	2100.0	445.9166666666652	1654.0833333333348	196.41666666666666	117.58333333333333	0.11874653634943814	0.2636890300878349	
Pno02G005765.t2	Pno04G004631.t1	0.03448761101456445	0.321339031552302	0.10732468710061185	6306.0	1499.8333333333262	4806.166666666673	162.0	392.0	0.033706696258279246	0.2613623735970676	
Pno02G005772.t1	Pno04G004627.t1	0.0689227235553692	0.4335104909916693	0.15898744087532055	1143.0	264.75000000000057	878.2499999999993	57.83333333333333	87.16666666666666	0.06585064996679006	0.3292414227258412	
Pno02G005784.t2	Pno04G004618.t1	0.08942535142021811	0.4645656658501271	0.19249238158092274	1254.0	291.16666666666686	962.8333333333333	81.16666666666666	100.83333333333334	0.08429980958975246	0.34630795649685153	
Pno02G005793.t1	Pno04G004615.t1	0.059048319922117634	0.24682836546321035	0.23922825811087242	1527.0	347.0833333333328	1179.9166666666672	67.0	73.0	0.05678367116321772	0.21032412965186106	
Pno02G005831.t1	Pno04G004608.t1	0.03830458290676301	0.23056598273621887	0.16613284601738376	1773.0	420.66666666666583	1352.3333333333342	50.5	83.5	0.037342864185358614	0.1984944532488118	
Pno02G005832.t1	Pno04G004607.t2	0.024306240182416047	0.4131661544385453	0.058829214158274856	1053.0	237.66666666666697	815.333333333333	19.5	75.5	0.02391659852820933	0.3176718092566616	
Pno02G005836.t1	Pno04G004603.t1	0.05076135034707348	0.26642012110596947	0.19053121864952155	1392.0	312.1666666666665	1079.8333333333335	53.0	70.0	0.04908164840253125	0.224239188467699	
Pno02G005841.t1	Pno04G004601.t1	0.09105987921172684	0.5907330988516769	0.15414724414246922	1068.0	245.83333333333383	822.1666666666662	70.5	100.5	0.0857490370971012	0.40881355932203306	
Pno02G005843.t2	Pno04G004599.t1	0.05046017792467572	0.21325385292645377	0.23662024030148823	1350.0	315.16666666666674	1034.8333333333333	50.5	58.5	0.04880012884522468	0.18561607615018505	
Pno02G005846.t1	Pno04G004598.t1	0.038103431726594555	0.26441766549736134	0.14410319996934848	498.0	121.1666666666666	376.83333333333337	14.0	27.0	0.03715170278637771	0.22283356258596987	
Pno02G005849.t1	Pno04G004593.t1	0.07109143254932064	0.386192992618704	0.18408265791479708	1230.0	271.66666666666697	958.333333333333	65.0	82.0	0.06782608695652176	0.30184049079754566	
Pno02G005851.t1	Pno04G004582.t1	0.04870221738733748	0.413635653247888	0.1177418266653883	1149.0	268.91666666666686	880.0833333333331	41.5	85.5	0.04715462550894803	0.31794236132630904	
Pno02G005857.t1	Pno04G004581.t1	0.13835824676867906	0.28191071775216026	0.49078746587533323	3132.0	702.1666666666683	2429.8333333333317	307.0	165.0	0.12634611427395578	0.23498694516971225	
Pno02G005859.t2	Pno04G004577.t1	0.1968179024097601	0.5358014743712006	0.36733363348941744	957.0	211.3333333333335	745.6666666666665	129.08333333333331	80.91666666666667	0.1731113097898972	0.38288643533122996	
Pno02G005862.t1	Pno04G004575.t1	0.0941059020385352	0.5658357798178064	0.16631309895043464	378.0	92.49999999999994	285.50000000000006	25.25	36.75	0.08844133099824866	0.39729729729729757	
Pno02G005873.t2	Pno04G004573.t2	0.10801147376340393	0.38192621651250064	0.2828071734632248	1338.0	314.08333333333337	1023.9166666666666	103.0	94.0	0.10059412387075771	0.29928362960997607	
Pno02G005874.t1	Pno04G004572.t1	0.33302877872047376	0.5914633668716635	0.5630590115528403	306.0	69.25000000000003	236.74999999999997	63.666666666666664	28.333333333333336	0.26891939457937347	0.4091456077015643	
Pno02G005875.t1	Pno04G004570.t1	0.07540211406839709	0.3198840125151084	0.23571704467360893	3396.0	818.2500000000023	2577.7499999999977	184.91666666666666	213.08333333333334	0.07173568680696996	0.26041348406151266	
Pno02G005895.t2	Pno04G004566.t1	0.1290680659044299	0.39915155488595255	0.323356039390371	1338.0	305.58333333333337	1032.4166666666665	122.41666666666667	94.58333333333333	0.11857292759706194	0.3095173166075811	
