Pno01G005483.t1	Pno01G005033.t2
Pno01G007237.t1	Pno09G000929.t1
Pno01G007240.t1	Pno09G000925.t1
Pno01G007245.t1	Pno09G000924.t1
Pno01G007248.t1	Pno09G000923.t1
Pno01G007249.t1	Pno09G000920.t1
Pno01G007253.t1	Pno09G000910.t1
Pno01G007280.t1	Pno09G000906.t2
Pno01G007281.t1	Pno09G000905.t1
Pno01G007292.t1	Pno09G000898.t1
Pno01G007294.t1	Pno09G000896.t1
Pno01G007303.t1	Pno09G000894.t1
Pno01G007315.t1	Pno09G000890.t1
Pno01G007340.t1	Pno09G000887.t1
Pno01G007348.t2	Pno09G000883.t1
Pno01G007354.t1	Pno09G000877.t1
Pno01G007385.t1	Pno09G000873.t1
Pno01G007413.t1	Pno09G000872.t1
Pno01G007416.t2	Pno09G000871.t1
Pno01G007418.t4	Pno09G000869.t1
Pno01G007419.t1	Pno09G000867.t1
Pno01G007420.t2	Pno09G000862.t1
Pno01G007422.t1	Pno09G000861.t2
Pno01G007423.t1	Pno09G000857.t1
Pno01G007446.t1	Pno09G000848.t1
Pno01G007449.t1	Pno09G000847.t1
Pno01G007459.t1	Pno09G000843.t1
Pno01G007461.t1	Pno09G000842.t2
Pno01G007462.t1	Pno09G000833.t3
Pno01G007467.t4	Pno09G000832.t1
Pno01G007489.t1	Pno09G000831.t7
Pno01G007506.t1	Pno09G000828.t1
Pno01G007531.t1	Pno09G000826.t1
Pno01G007536.t1	Pno09G000820.t1
Pno01G007566.t1	Pno09G000814.t2
Pno01G007567.t1	Pno09G000813.t1
Pno01G007576.t1	Pno09G000812.t1
Pno01G007578.t1	Pno09G000805.t1
Pno01G007587.t1	Pno09G000765.t1
Pno01G007590.t1	Pno09G000758.t1
Pno01G007591.t1	Pno09G000757.t1
Pno01G007612.t1	Pno09G000752.t1
Pno01G007621.t1	Pno09G000749.t1
Pno01G007645.t1	Pno09G000742.t1
Pno01G007646.t1	Pno09G000727.t1
Pno01G007709.t2	Pno09G000712.t1
Pno01G007729.t3	Pno09G000707.t1
Pno01G007733.t1	Pno09G000700.t1
Pno01G007734.t1	Pno09G000697.t1
Pno01G007741.t1	Pno09G000691.t1
Pno01G007746.t1	Pno09G000690.t1
Pno01G007753.t1	Pno09G000684.t1
Pno01G007761.t1	Pno09G000677.t1
Pno01G007762.t1	Pno09G000676.t2
Pno01G007772.t1	Pno09G000673.t1
Pno01G007774.t1	Pno09G000666.t1
Pno01G007814.t1	Pno09G000665.t1
Pno01G007849.t1	Pno09G000657.t1
Pno01G007852.t1	Pno09G000652.t1
Pno01G007861.t1	Pno09G000650.t1
Pno01G007880.t1	Pno09G000649.t1
Pno01G004634.t1	Pno09G002940.t2
Pno01G004635.t2	Pno09G002939.t1
Pno01G004636.t2	Pno09G002936.t1
Pno01G004648.t1	Pno09G002932.t3
Pno01G004649.t1	Pno09G002931.t3
Pno01G004650.t2	Pno09G002930.t1
Pno01G004654.t1	Pno09G002929.t1
Pno01G004659.t1	Pno09G002927.t1
Pno01G004660.t1	Pno09G002924.t1
Pno01G004661.t1	Pno09G002923.t3
Pno01G004665.t5	Pno09G002917.t1
Pno01G004674.t1	Pno09G002907.t1
Pno01G004675.t2	Pno09G002906.t1
Pno01G004686.t1	Pno09G002902.t1
Pno01G004691.t1	Pno09G002899.t1
Pno01G004703.t1	Pno09G002893.t1
Pno01G004707.t1	Pno09G002892.t1
Pno01G004728.t1	Pno09G002888.t1
Pno01G004732.t1	Pno09G002869.t2
Pno01G004734.t2	Pno09G002868.t1
Pno01G004737.t2	Pno09G002865.t1
Pno01G004738.t1	Pno09G002864.t2
Pno01G004745.t2	Pno09G002860.t2
Pno01G004746.t1	Pno09G002859.t2
Pno01G004751.t1	Pno09G002856.t1
Pno01G004753.t1	Pno09G002855.t1
Pno01G004754.t1	Pno09G002854.t4
Pno01G004756.t1	Pno09G002849.t1
Pno01G004757.t1	Pno09G002847.t1
Pno01G004759.t1	Pno09G002845.t1
Pno01G004760.t2	Pno09G002844.t1
Pno01G004761.t1	Pno09G002843.t1
Pno01G004763.t1	Pno09G002840.t2
Pno01G004765.t1	Pno09G002837.t1
Pno01G004777.t1	Pno09G002814.t1
Pno01G004817.t1	Pno09G002809.t1
Pno01G004821.t1	Pno09G002808.t1
Pno01G004823.t1	Pno09G002807.t1
Pno01G004825.t1	Pno09G002802.t1
Pno01G004832.t1	Pno09G002787.t1
Pno01G004833.t1	Pno09G002786.t2
Pno01G004851.t1	Pno09G002785.t1
Pno01G004856.t1	Pno09G002783.t1
Pno01G004867.t1	Pno09G002779.t1
Pno01G004871.t1	Pno09G002778.t1
Pno01G004884.t1	Pno09G002774.t3
Pno01G004886.t1	Pno09G002771.t1
Pno01G004887.t1	Pno09G002769.t1
Pno01G004888.t1	Pno09G002767.t1
Pno01G004893.t2	Pno09G002766.t2
Pno01G004896.t1	Pno09G002758.t1
Pno01G004898.t2	Pno09G002757.t2
Pno01G004904.t1	Pno09G002755.t1
Pno01G004906.t1	Pno09G002753.t1
Pno01G004907.t1	Pno09G002751.t3
Pno01G004915.t1	Pno09G002748.t1
Pno01G004916.t3	Pno09G002746.t1
Pno01G004917.t1	Pno09G002745.t1
Pno01G004922.t1	Pno09G002740.t1
Pno01G004926.t1	Pno09G002737.t1
Pno01G007890.t1	Pno09G000588.t1
Pno01G007912.t1	Pno09G000585.t1
Pno01G007920.t1	Pno09G000582.t1
Pno01G007923.t2	Pno09G000581.t1
Pno01G007966.t1	Pno09G000577.t1
Pno01G007967.t2	Pno09G000573.t1
Pno01G007990.t1	Pno09G000546.t1
Pno01G007991.t1	Pno09G000538.t1
Pno01G007995.t1	Pno09G000526.t1
Pno01G008000.t1	Pno09G000525.t1
Pno01G008060.t1	Pno09G000518.t1
Pno01G008073.t2	Pno09G000515.t1
Pno01G008074.t1	Pno09G000511.t1
Pno01G008077.t1	Pno09G000510.t1
Pno01G008081.t1	Pno09G000505.t1
Pno01G008086.t1	Pno09G000502.t1
Pno01G008143.t1	Pno09G000486.t1
Pno01G008158.t1	Pno09G000482.t1
Pno01G008161.t1	Pno09G000472.t1
Pno01G008178.t1	Pno09G000465.t1
Pno01G008205.t1	Pno09G000454.t1
Pno01G008226.t1	Pno09G000414.t1
Pno01G008263.t1	Pno09G000411.t1
Pno01G008275.t1	Pno09G000406.t1
Pno01G008279.t1	Pno09G000400.t1
Pno01G008280.t1	Pno09G000380.t1
Pno01G008293.t1	Pno09G000370.t2
Pno01G008312.t1	Pno09G000368.t1
Pno01G002109.t2	Pno09G002376.t1
Pno01G002116.t2	Pno09G002372.t1
Pno01G002120.t1	Pno09G002371.t1
Pno01G002149.t1	Pno09G002366.t1
Pno01G002227.t1	Pno09G002354.t2
Pno01G002246.t1	Pno09G002351.t1
Pno01G002256.t1	Pno09G002345.t1
Pno01G002301.t1	Pno09G002339.t1
Pno01G002303.t1	Pno09G002337.t1
Pno01G002306.t1	Pno09G002335.t1
Pno01G002351.t1	Pno09G002333.t1
Pno01G002353.t1	Pno09G002330.t2
Pno01G002357.t1	Pno09G002329.t1
Pno01G002371.t2	Pno09G002325.t2
Pno01G002381.t1	Pno09G002324.t1
Pno01G002387.t2	Pno09G002323.t1
Pno01G002406.t1	Pno09G002321.t1
Pno01G002408.t1	Pno09G002320.t1
Pno01G008452.t1	Pno09G002674.t1
Pno01G008453.t1	Pno09G002673.t1
Pno01G008461.t2	Pno09G002671.t1
Pno01G008467.t1	Pno09G002670.t1
Pno01G008496.t1	Pno09G002667.t1
Pno01G008498.t1	Pno09G002666.t1
Pno01G008500.t1	Pno09G002665.t1
Pno01G008509.t1	Pno09G002664.t1
Pno01G008514.t1	Pno09G002661.t1
Pno01G008521.t1	Pno09G002660.t3
Pno01G008536.t1	Pno09G002655.t1
Pno01G008552.t1	Pno09G002650.t1
Pno01G008563.t3	Pno09G002649.t2
Pno01G008570.t1	Pno09G002644.t3
Pno01G008583.t1	Pno09G002643.t2
Pno01G008594.t1	Pno09G002642.t1
Pno01G008604.t2	Pno09G002640.t1
Pno01G008606.t1	Pno09G002638.t1
Pno01G010107.t1	Pno09G002721.t2
Pno01G010116.t1	Pno09G002720.t1
Pno01G010122.t1	Pno09G002715.t1
Pno01G010338.t1	Pno09G002699.t4
Pno01G010426.t2	Pno09G002696.t1
Pno01G010471.t1	Pno09G002693.t2
Pno01G010516.t1	Pno09G002690.t1
Pno01G010567.t1	Pno09G002687.t1
Pno01G010702.t1	Pno09G002682.t1
Pno01G010741.t1	Pno09G002680.t1
Pno01G010902.t1	Pno09G002678.t1
Pno01G005195.t1	Pno09G002533.t1
Pno01G005237.t1	Pno09G002519.t2
Pno01G005239.t1	Pno09G002506.t1
Pno01G005240.t1	Pno09G002504.t1
Pno01G005244.t2	Pno09G002499.t1
Pno01G005249.t1	Pno09G002497.t1
Pno01G005253.t3	Pno09G002495.t1
Pno01G005255.t1	Pno09G002494.t1
Pno01G005256.t3	Pno09G002491.t1
Pno01G005258.t1	Pno09G002488.t1
Pno01G005483.t1	Pno09G017068.t1
Pno01G005710.t1	Pno09G017058.t1
Pno01G005829.t1	Pno09G016963.t1
Pno01G006165.t1	Pno09G016806.t1
Pno01G006238.t1	Pno09G016741.t1
Pno01G006416.t2	Pno09G016634.t1
Pno01G006555.t1	Pno09G016597.t1
Pno01G006745.t1	Pno09G016515.t1
Pno01G006763.t2	Pno09G016504.t1
Pno01G006864.t1	Pno09G016455.t1
Pno01G006992.t1	Pno09G016335.t1
Pno01G005175.t1	Pno09G002456.t1
Pno01G005177.t1	Pno09G002453.t1
Pno01G005188.t1	Pno09G002450.t1
Pno01G005191.t1	Pno09G002448.t1
Pno01G005192.t1	Pno09G002444.t1
Pno01G005195.t1	Pno09G002441.t2
Pno10G002425.t1	Pno02G008566.t1
Pno10G002439.t1	Pno02G008682.t1
Pno10G002453.t1	Pno02G008691.t1
Pno10G002454.t1	Pno02G008837.t5
Pno10G002481.t2	Pno02G008882.t1
Pno10G002514.t1	Pno02G009090.t1
Pno10G002515.t1	Pno02G009103.t1
Pno10G002535.t1	Pno02G009160.t1
Pno10G002555.t1	Pno02G009223.t1
Pno10G002167.t1	Pno02G011182.t2
Pno10G002168.t2	Pno02G011177.t1
Pno10G002172.t1	Pno02G011039.t1
Pno10G002177.t1	Pno02G011024.t1
Pno10G002187.t1	Pno02G010955.t1
Pno10G002188.t1	Pno02G010938.t1
Pno10G013331.t1	Pno03G003865.t1
Pno10G013352.t1	Pno03G003870.t1
Pno10G013393.t1	Pno03G003883.t1
Pno10G013406.t1	Pno03G003886.t1
Pno10G013439.t1	Pno03G003910.t1
Pno10G013471.t2	Pno03G003914.t1
Pno10G013497.t1	Pno03G003919.t1
Pno10G013623.t2	Pno03G003948.t1
Pno10G013665.t1	Pno03G003952.t1
Pno10G013724.t1	Pno03G003959.t2
Pno10G013779.t1	Pno03G003964.t1
Pno10G013787.t1	Pno03G003965.t1
Pno10G013797.t1	Pno03G003966.t1
Pno10G013801.t1	Pno03G003978.t3
Pno10G013886.t2	Pno03G003984.t1
Pno10G013915.t1	Pno03G003985.t1
Pno10G013985.t1	Pno03G003997.t1
Pno10G014013.t1	Pno03G004001.t1
Pno10G014065.t1	Pno03G004026.t1
Pno10G014102.t1	Pno03G004049.t1
Pno10G014137.t2	Pno03G004051.t1
Pno10G014147.t2	Pno03G004073.t1
Pno10G014166.t1	Pno03G004085.t1
Pno10G014177.t1	Pno03G004086.t2
Pno10G014201.t1	Pno03G004094.t1
Pno10G014243.t1	Pno03G004096.t1
Pno10G014260.t1	Pno03G004112.t1
Pno10G014266.t1	Pno03G004120.t1
Pno10G014279.t1	Pno03G004123.t1
Pno10G014329.t1	Pno03G004128.t1
Pno10G000025.t2	Pno03G004135.t1
Pno10G000048.t1	Pno03G004140.t2
Pno10G000058.t1	Pno03G004145.t1
Pno10G000060.t1	Pno03G004146.t1
Pno10G000064.t2	Pno03G004148.t1
Pno10G000065.t1	Pno03G004149.t1
Pno10G000079.t2	Pno03G004154.t1
Pno10G000082.t1	Pno03G004155.t2
Pno10G000100.t1	Pno03G004168.t1
Pno10G000105.t1	Pno03G004172.t1
Pno10G000113.t1	Pno03G004181.t1
Pno10G000126.t1	Pno03G004191.t1
Pno10G000131.t1	Pno03G004192.t1
Pno10G000140.t1	Pno03G004195.t1
Pno10G000157.t1	Pno03G004212.t1
Pno10G000172.t1	Pno03G004215.t1
Pno10G000186.t1	Pno03G004231.t1
Pno10G000214.t1	Pno03G004249.t1
Pno10G000216.t1	Pno03G004272.t1
Pno10G000221.t1	Pno03G004273.t1
Pno10G000225.t1	Pno03G004274.t1
Pno10G000228.t1	Pno03G004280.t1
Pno10G000240.t1	Pno03G004298.t1
Pno10G000299.t1	Pno03G004333.t1
Pno10G000397.t1	Pno03G004357.t1
Pno10G000431.t1	Pno03G004365.t1
Pno10G000445.t1	Pno03G004370.t1
Pno10G000448.t1	Pno03G004371.t1
Pno10G000484.t1	Pno03G004376.t1
Pno10G000568.t1	Pno03G004382.t1
Pno10G000572.t1	Pno03G004386.t1
Pno10G000582.t2	Pno03G004391.t1
Pno10G000605.t2	Pno03G004398.t1
Pno10G000606.t1	Pno03G004401.t1
Pno10G000656.t1	Pno03G004419.t1
Pno10G000661.t1	Pno03G004421.t1
Pno10G000719.t2	Pno03G004427.t1
Pno10G000723.t1	Pno03G004429.t1
Pno10G000839.t1	Pno03G004454.t1
Pno10G000929.t1	Pno03G004508.t2
Pno10G000945.t1	Pno03G004512.t1
Pno10G000958.t1	Pno03G004513.t1
Pno10G000961.t1	Pno03G004517.t3
Pno10G000967.t1	Pno03G004518.t1
Pno10G000971.t1	Pno03G004519.t1
Pno10G000972.t1	Pno03G004523.t1
Pno10G000981.t1	Pno03G004530.t1
Pno10G000987.t1	Pno03G004545.t1
Pno10G000988.t1	Pno03G004547.t1
Pno10G000996.t1	Pno03G004550.t1
Pno10G000999.t1	Pno03G004551.t1
Pno10G001026.t1	Pno03G004560.t1
Pno10G001072.t1	Pno03G004561.t1
Pno10G001079.t1	Pno03G004562.t1
Pno10G001083.t1	Pno03G004563.t1
Pno10G001084.t1	Pno03G004567.t1
Pno10G001111.t2	Pno03G004569.t1
Pno10G001114.t1	Pno03G004570.t1
Pno10G001119.t1	Pno03G004580.t1
Pno10G001155.t3	Pno03G004588.t3
Pno10G001163.t1	Pno03G004593.t1
Pno10G001164.t1	Pno03G004594.t1
Pno10G001165.t2	Pno03G004595.t1
Pno10G001173.t1	Pno03G004605.t1
Pno10G001178.t1	Pno03G004608.t1
Pno10G001186.t1	Pno03G004614.t1
Pno10G001195.t1	Pno03G004617.t1
Pno10G001199.t1	Pno03G004628.t1
Pno10G001200.t1	Pno03G004630.t1
Pno10G001213.t1	Pno03G004637.t1
Pno10G001214.t1	Pno03G004638.t1
Pno10G001226.t1	Pno03G004642.t1
Pno10G001228.t1	Pno03G004643.t1
Pno10G001230.t1	Pno03G004653.t1
Pno10G001233.t3	Pno03G004655.t1
Pno10G001234.t1	Pno03G004657.t1
Pno10G001237.t1	Pno03G004660.t1
Pno10G001249.t1	Pno03G004682.t1
Pno10G001251.t3	Pno03G004704.t1
Pno10G001253.t2	Pno03G004715.t1
Pno10G001261.t1	Pno03G004718.t1
Pno10G001262.t1	Pno03G004720.t1
Pno10G001267.t1	Pno03G004723.t1
Pno10G001268.t1	Pno03G004728.t1
Pno10G001277.t1	Pno03G004729.t1
Pno10G001279.t2	Pno03G004730.t2
Pno10G001285.t1	Pno03G004764.t1
Pno10G001286.t1	Pno03G004765.t2
Pno10G001291.t1	Pno03G004766.t1
Pno10G001317.t1	Pno03G004773.t1
Pno10G001323.t1	Pno03G004776.t1
Pno10G001327.t1	Pno03G004779.t1
Pno10G001328.t1	Pno03G004780.t5
Pno10G001339.t1	Pno03G004782.t1
Pno10G001349.t1	Pno03G004784.t1
Pno10G001357.t1	Pno03G004787.t1
Pno10G001358.t1	Pno03G004788.t1
Pno10G001361.t1	Pno03G004789.t1
Pno10G001363.t1	Pno03G004791.t1
Pno10G001366.t1	Pno03G004796.t1
Pno10G001373.t1	Pno03G004805.t1
Pno10G001380.t1	Pno03G004815.t1
Pno10G001381.t1	Pno03G004816.t2
Pno10G001382.t1	Pno03G004817.t1
Pno10G001383.t1	Pno03G004823.t1
Pno10G001401.t1	Pno03G004826.t1
Pno10G001402.t1	Pno03G004827.t1
Pno10G001404.t1	Pno03G004828.t3
Pno10G001405.t1	Pno03G004831.t2
Pno10G001407.t4	Pno03G004835.t1
Pno10G001409.t2	Pno03G004840.t1
Pno10G001417.t2	Pno03G004843.t1
Pno10G001422.t1	Pno03G004849.t2
Pno10G001429.t2	Pno03G004852.t1
Pno10G001432.t1	Pno03G004854.t1
Pno10G001449.t1	Pno03G004855.t1
Pno10G001453.t1	Pno03G004859.t1
Pno10G001454.t1	Pno03G004860.t1
Pno10G001466.t1	Pno03G004875.t1
Pno10G001476.t1	Pno03G004876.t1
Pno10G001479.t1	Pno03G004897.t1
Pno10G001480.t1	Pno03G004898.t1
Pno10G001486.t1	Pno03G004904.t1
Pno10G001499.t1	Pno03G004917.t1
Pno10G001516.t1	Pno03G004919.t1
Pno10G001521.t3	Pno03G004920.t1
Pno10G001522.t1	Pno03G004927.t1
Pno10G001532.t1	Pno03G004939.t1
Pno10G001545.t1	Pno03G004941.t1
Pno10G001546.t1	Pno03G004942.t1
Pno10G001553.t3	Pno03G004950.t2
Pno10G001554.t1	Pno03G004952.t1
Pno10G001569.t2	Pno03G004956.t2
Pno10G001573.t1	Pno03G004963.t1
Pno10G001574.t1	Pno03G004964.t1
Pno10G001576.t1	Pno03G004968.t1
Pno10G001577.t1	Pno03G004969.t1
Pno10G001578.t1	Pno03G004970.t1
Pno10G001579.t1	Pno03G004971.t1
Pno10G001582.t1	Pno03G004972.t1
Pno10G001584.t1	Pno03G004979.t1
Pno10G001586.t1	Pno03G004980.t1
Pno10G001587.t1	Pno03G004982.t1
Pno10G001604.t1	Pno03G004987.t1
Pno10G001610.t1	Pno03G004991.t1
Pno10G001611.t1	Pno03G004994.t1
Pno10G001612.t1	Pno03G004996.t1
Pno10G001614.t1	Pno03G005009.t1
Pno10G001624.t1	Pno03G005028.t1
Pno10G001637.t1	Pno03G005030.t1
Pno10G001643.t1	Pno03G005032.t1
Pno10G001652.t1	Pno03G005035.t1
Pno10G001660.t1	Pno03G005038.t2
Pno10G001663.t2	Pno03G005039.t1
Pno10G011009.t1	Pno03G002886.t1
Pno10G011021.t1	Pno03G002976.t1
Pno10G011155.t1	Pno03G003025.t2
Pno10G011247.t1	Pno03G003098.t1
Pno10G011277.t2	Pno03G003121.t2
Pno10G011281.t1	Pno03G003211.t1
Pno10G011311.t1	Pno03G003224.t1
Pno10G011348.t1	Pno03G003230.t2
Pno10G011658.t1	Pno03G003336.t1
Pno10G011713.t1	Pno03G003393.t2
Pno10G011722.t1	Pno03G003412.t1
Pno10G011785.t1	Pno03G003471.t1
Pno10G011964.t1	Pno03G003504.t1
Pno10G011977.t1	Pno03G003507.t1
Pno10G011984.t1	Pno03G003508.t1
Pno10G012161.t1	Pno03G003527.t1
Pno10G012285.t2	Pno03G003555.t1
Pno10G012383.t1	Pno03G003578.t1
Pno10G012402.t1	Pno03G003596.t8
Pno10G012411.t1	Pno03G003598.t1
Pno10G013037.t1	Pno03G003714.t1
Pno10G003545.t1	Pno03G005182.t1
Pno10G003569.t1	Pno03G005183.t1
Pno10G003601.t1	Pno03G005191.t1
Pno10G003605.t3	Pno03G005193.t1
Pno10G003651.t1	Pno03G005197.t1
Pno10G003673.t1	Pno03G005198.t1
Pno10G003685.t2	Pno03G005202.t1
Pno10G003759.t1	Pno03G005206.t1
Pno10G003831.t1	Pno03G005217.t1
Pno10G003916.t1	Pno03G005219.t1
Pno10G003919.t1	Pno03G005220.t1
Pno10G003940.t1	Pno03G005221.t1
Pno10G003949.t1	Pno03G005222.t1
Pno10G004421.t1	Pno03G005171.t1
Pno10G004431.t2	Pno03G005169.t1
Pno10G004441.t1	Pno03G005167.t1
Pno10G004476.t1	Pno03G005163.t2
Pno10G004619.t2	Pno03G005155.t1
Pno10G004631.t1	Pno03G005154.t1
Pno10G004652.t1	Pno03G005149.t1
Pno10G004724.t1	Pno03G005145.t1
Pno10G004734.t1	Pno03G005141.t1
Pno10G004829.t3	Pno03G005126.t1
Pno10G004859.t3	Pno03G005114.t1
Pno10G004867.t1	Pno03G005112.t1
Pno10G004878.t1	Pno03G005111.t1
Pno10G004987.t1	Pno03G005107.t1
Pno10G004998.t2	Pno03G005106.t1
Pno10G005016.t1	Pno03G005104.t1
Pno10G005085.t1	Pno03G005098.t1
Pno10G005142.t1	Pno03G005097.t1
Pno10G012570.t1	Pno03G003832.t1
Pno10G012603.t1	Pno03G003825.t2
Pno10G012823.t1	Pno03G003769.t2
Pno10G012836.t1	Pno03G003758.t1
Pno10G012867.t1	Pno03G003734.t1
Pno10G012956.t2	Pno03G003729.t1
Pno10G013027.t1	Pno03G003725.t1
Pno10G013031.t1	Pno03G003722.t1
Pno10G013059.t1	Pno03G003712.t1
Pno10G013087.t1	Pno03G003711.t2
Pno10G013090.t1	Pno03G003687.t1
Pno10G013164.t1	Pno03G003651.t1
Pno10G013203.t1	Pno03G003618.t1
Pno10G000738.t1	Pno03G004472.t3
Pno10G000748.t1	Pno03G004470.t1
Pno10G000777.t1	Pno03G004465.t1
Pno10G000824.t1	Pno03G004456.t1
Pno10G000838.t1	Pno03G004455.t1
Pno10G000840.t1	Pno03G004452.t1
Pno10G000850.t1	Pno03G004450.t1
Pno10G000868.t1	Pno03G004448.t1
Pno10G000869.t1	Pno03G004431.t1
Pno10G002124.t1	Pno04G006585.t2
Pno10G002138.t1	Pno04G006611.t1
Pno10G002213.t1	Pno04G006675.t1
Pno10G002219.t1	Pno04G006689.t1
Pno10G002253.t1	Pno04G006765.t1
Pno10G002263.t1	Pno04G006776.t3
Pno10G002327.t1	Pno04G007210.t1
Pno10G002333.t1	Pno04G007328.t1
Pno10G002372.t1	Pno04G007538.t1
Pno10G002375.t6	Pno04G007555.t1
Pno10G002424.t1	Pno04G007655.t1
Pno10G002480.t1	Pno04G007903.t1
Pno10G002490.t2	Pno04G007925.t1
Pno10G002499.t1	Pno04G007979.t2
Pno10G002508.t1	Pno04G007991.t1
Pno10G002584.t3	Pno04G008170.t1
Pno10G002614.t2	Pno04G008218.t1
Pno10G002619.t1	Pno04G008312.t1
Pno10G002814.t1	Pno04G008752.t1
Pno10G002997.t1	Pno04G009235.t1
Pno10G003014.t1	Pno04G009257.t1
Pno10G003050.t1	Pno04G009290.t1
Pno10G003109.t1	Pno04G009597.t1
Pno10G003200.t1	Pno04G009472.t1
Pno10G003207.t1	Pno04G009306.t1
Pno10G003247.t1	Pno04G008697.t1
Pno10G003263.t1	Pno04G008586.t1
Pno10G003268.t1	Pno04G008457.t1
Pno10G003381.t1	Pno04G007208.t1
Pno10G003386.t1	Pno04G006947.t1
Pno10G003388.t1	Pno04G006770.t1
Pno10G003396.t1	Pno04G006459.t1
Pno10G003456.t1	Pno04G006215.t1
Pno10G003484.t1	Pno04G005754.t1
Pno10G003488.t1	Pno04G005637.t1
Pno10G003511.t1	Pno04G005532.t2
Pno10G002632.t1	Pno04G012228.t1
Pno10G002642.t1	Pno04G012184.t1
Pno10G002648.t1	Pno04G012177.t1
Pno10G002698.t1	Pno04G011469.t1
Pno10G002743.t1	Pno04G011200.t1
Pno10G002774.t1	Pno04G011139.t1
Pno10G002834.t1	Pno04G010525.t1
Pno10G002935.t1	Pno04G010109.t1
Pno10G001698.t1	Pno05G002794.t1
Pno10G001722.t1	Pno05G002796.t4
Pno10G001787.t1	Pno05G002844.t1
Pno10G001820.t1	Pno05G002852.t1
Pno10G001826.t1	Pno05G002853.t2
Pno10G001855.t1	Pno05G002863.t1
Pno10G001880.t1	Pno05G002878.t1
Pno10G001901.t1	Pno05G002881.t1
Pno10G001908.t1	Pno05G002885.t1
Pno10G001921.t1	Pno05G002888.t1
Pno10G001922.t1	Pno05G002894.t1
Pno10G001931.t1	Pno05G002904.t1
Pno10G001932.t1	Pno05G002909.t1
Pno10G001935.t1	Pno05G002917.t1
Pno10G001936.t1	Pno05G002926.t1
Pno10G001948.t1	Pno05G002933.t1
Pno10G001949.t1	Pno05G002935.t1
Pno10G001950.t1	Pno05G002937.t1
Pno10G001961.t1	Pno05G002942.t1
Pno10G001970.t2	Pno05G002951.t3
Pno10G001983.t1	Pno05G002966.t1
Pno10G001992.t1	Pno05G002968.t1
Pno10G001993.t1	Pno05G002974.t1
Pno10G001994.t1	Pno05G002975.t1
Pno10G002035.t1	Pno05G002980.t1
Pno10G002062.t1	Pno05G002995.t1
Pno10G002084.t1	Pno05G003007.t1
Pno10G002085.t1	Pno05G003008.t1
Pno10G002090.t1	Pno05G003018.t1
Pno10G002091.t1	Pno05G003021.t1
Pno10G002129.t1	Pno05G003027.t1
Pno10G002144.t1	Pno05G003043.t1
Pno10G002147.t1	Pno05G003044.t1
Pno10G002149.t1	Pno05G003045.t1
Pno10G002150.t1	Pno05G003048.t1
Pno10G002160.t1	Pno05G003051.t1
Pno10G002162.t1	Pno05G003052.t1
Pno10G002203.t1	Pno05G003055.t1
Pno10G002217.t1	Pno05G003062.t1
Pno10G002222.t1	Pno05G003072.t1
Pno10G002242.t1	Pno05G003078.t1
Pno10G002246.t2	Pno05G003086.t1
Pno10G002252.t2	Pno05G003088.t2
Pno10G002265.t1	Pno05G003091.t1
Pno10G002313.t1	Pno05G003092.t1
Pno10G002314.t1	Pno05G003093.t1
Pno10G002322.t1	Pno05G003095.t1
Pno10G002329.t1	Pno05G003106.t1
Pno10G002341.t1	Pno05G003115.t1
Pno10G002343.t1	Pno05G003116.t1
Pno10G002348.t1	Pno05G003119.t1
Pno10G002359.t1	Pno05G003124.t1
Pno10G002360.t1	Pno05G003125.t1
Pno10G002385.t2	Pno05G003134.t1
Pno10G002401.t1	Pno05G003142.t1
Pno10G002403.t1	Pno05G003143.t1
Pno10G002425.t1	Pno05G003168.t1
Pno10G002435.t1	Pno05G003172.t2
Pno10G002437.t1	Pno05G003173.t1
Pno10G002439.t1	Pno05G003174.t1
Pno10G002442.t1	Pno05G003189.t1
Pno10G002470.t1	Pno05G003192.t1
Pno10G002514.t1	Pno05G003210.t1
Pno10G002515.t1	Pno05G003212.t1
Pno10G002516.t1	Pno05G003213.t1
Pno10G002517.t1	Pno05G003218.t1
Pno10G002529.t1	Pno05G003229.t1
Pno10G002535.t1	Pno05G003230.t1
Pno10G002543.t1	Pno05G003231.t1
Pno10G002607.t1	Pno05G003245.t1
Pno10G002633.t1	Pno05G003262.t1
Pno10G002634.t2	Pno05G003268.t2
Pno10G002635.t1	Pno05G003269.t1
Pno10G002636.t1	Pno05G003270.t2
Pno10G002643.t1	Pno05G003272.t1
Pno10G002647.t1	Pno05G003273.t1
Pno10G002657.t1	Pno05G003275.t1
Pno10G002662.t1	Pno05G003276.t1
Pno10G002671.t1	Pno05G003282.t1
Pno10G002688.t1	Pno05G003291.t1
Pno10G002690.t1	Pno05G003292.t1
Pno10G002699.t1	Pno05G003299.t1
Pno10G002701.t1	Pno05G003300.t1
Pno10G002708.t2	Pno05G003301.t1
Pno10G002709.t1	Pno05G003305.t1
Pno10G002710.t1	Pno05G003307.t1
Pno10G002714.t1	Pno05G003309.t1
Pno10G002717.t1	Pno05G003316.t1
Pno10G002720.t1	Pno05G003318.t1
Pno10G002721.t1	Pno05G003324.t1
Pno10G002751.t4	Pno05G003347.t1
Pno10G002752.t1	Pno05G003348.t1
Pno10G002805.t1	Pno05G003352.t1
Pno10G002810.t1	Pno05G003353.t1
Pno10G002812.t1	Pno05G003355.t1
Pno10G002813.t1	Pno05G003356.t2
