Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	876	897	7.149804	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	430	585	5.6E-24	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	SUPERFAMILY	SSF52058	L domain-like	340	606	2.61E-42	T	24-04-2022	-	-
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	290	429	8.0E-37	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	PANTHER	PTHR48061	LEUCINE-RICH REPEAT RECEPTOR PROTEIN KINASE EMS1-LIKE-RELATED	182	309	2.7E-293	T	24-04-2022	-	-
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	PANTHER	PTHR48061	LEUCINE-RICH REPEAT RECEPTOR PROTEIN KINASE EMS1-LIKE-RELATED	401	995	2.7E-293	T	24-04-2022	-	-
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	Pfam	PF08263	Leucine rich repeat N-terminal domain	43	96	6.5E-7	T	24-04-2022	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	PANTHER	PTHR48061	LEUCINE-RICH REPEAT RECEPTOR PROTEIN KINASE EMS1-LIKE-RELATED	20	184	2.7E-293	T	24-04-2022	-	-
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	PRINTS	PR00019	Leucine-rich repeat signature	634	647	7.0E-6	T	24-04-2022	-	-
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	PRINTS	PR00019	Leucine-rich repeat signature	874	887	7.0E-6	T	24-04-2022	-	-
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	PANTHER	PTHR48061	LEUCINE-RICH REPEAT RECEPTOR PROTEIN KINASE EMS1-LIKE-RELATED	294	427	2.7E-293	T	24-04-2022	-	-
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	43	221	5.2E-41	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	PANTHER	PTHR48061:SF24	RECEPTOR-LIKE KINASE FAMILY PROTEIN, PUTATIVE-RELATED	182	309	2.7E-293	T	24-04-2022	-	-
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	PANTHER	PTHR48061:SF24	RECEPTOR-LIKE KINASE FAMILY PROTEIN, PUTATIVE-RELATED	401	995	2.7E-293	T	24-04-2022	-	-
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	Pfam	PF13855	Leucine rich repeat	853	912	2.8E-7	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	Pfam	PF13855	Leucine rich repeat	655	714	3.1E-7	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno01G005007	5cda3f709a9a01c493f4a22043e53fa4	1018	SUPERFAMILY	SSF52058	L domain-like	601	942	9.18E-54	T	24-04-2022	-	-
Pno01G008976	bff08a17c7315a19fb04c41b7ae068f1	171	Gene3D	G3DSA:3.40.50.300	-	69	168	6.6E-10	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno01G008976	bff08a17c7315a19fb04c41b7ae068f1	171	Coils	Coil	Coil	83	103	-	T	24-04-2022	-	-
Pno01G008976	bff08a17c7315a19fb04c41b7ae068f1	171	Pfam	PF00931	NB-ARC domain	90	148	1.1E-8	T	24-04-2022	IPR002182	NB-ARC
Pno01G008976	bff08a17c7315a19fb04c41b7ae068f1	171	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	73	148	1.89E-8	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	PRINTS	PR00364	Disease resistance protein signature	990	1004	8.8E-10	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	PRINTS	PR00364	Disease resistance protein signature	917	932	8.8E-10	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	PRINTS	PR00364	Disease resistance protein signature	1083	1097	8.8E-10	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	Gene3D	G3DSA:3.40.50.300	-	886	1045	5.7E-21	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	PANTHER	PTHR33463:SF50	DISEASE RESISTANCE RPS5-LIKE PROTEIN	314	478	1.2E-102	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	487	814	2.9E-10	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	PANTHER	PTHR33463:SF50	DISEASE RESISTANCE RPS5-LIKE PROTEIN	519	754	1.2E-102	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	PANTHER	PTHR33463:SF50	DISEASE RESISTANCE RPS5-LIKE PROTEIN	845	1163	1.2E-102	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	399	486	3.3E-6	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	SUPERFAMILY	SSF52047	RNI-like	492	801	2.35E-10	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	Gene3D	G3DSA:1.10.8.430	-	1049	1138	5.9E-13	T	24-04-2022	IPR042197	Apoptotic protease-activating factors, helical domain
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	PANTHER	PTHR33463	-	519	754	1.2E-102	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	PANTHER	PTHR33463	-	1	179	1.2E-102	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	Pfam	PF00931	NB-ARC domain	899	1131	5.7E-37	T	24-04-2022	IPR002182	NB-ARC
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	PANTHER	PTHR33463	-	314	478	1.2E-102	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	SUPERFAMILY	SSF52058	L domain-like	22	539	1.39E-13	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	PANTHER	PTHR33463:SF50	DISEASE RESISTANCE RPS5-LIKE PROTEIN	1	179	1.2E-102	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	880	1149	1.18E-35	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	PANTHER	PTHR33463	-	845	1163	1.2E-102	T	24-04-2022	-	-
Pno04G011839	9e0cc2a01e8496061651c8368d7efd94	1172	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	61	384	1.6E-14	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	27	194	1.3E-42	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	PANTHER	PTHR48009	LEUCINE-RICH REPEAT (LRR) FAMILY PROTEIN	2	382	4.6E-189	T	24-04-2022	-	-
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	195	371	2.3E-25	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	SUPERFAMILY	SSF52058	L domain-like	49	364	6.89E-46	T	24-04-2022	-	-
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	152	175	7.604145	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	176	198	7.142103	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	Pfam	PF00560	Leucine Rich Repeat	105	126	0.37	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	SMART	SM00369	LRR_typ_2	102	126	240.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	SMART	SM00369	LRR_typ_2	150	173	19.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	SMART	SM00369	LRR_typ_2	174	201	6.7	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	SMART	SM00369	LRR_typ_2	244	267	16.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	SMART	SM00369	LRR_typ_2	317	340	36.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	Pfam	PF13855	Leucine rich repeat	128	187	8.7E-8	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	Pfam	PF08263	Leucine rich repeat N-terminal domain	28	63	3.5E-5	T	24-04-2022	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	PRINTS	PR00019	Leucine-rich repeat signature	174	187	3.4E-6	T	24-04-2022	-	-
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	PRINTS	PR00019	Leucine-rich repeat signature	153	166	3.4E-6	T	24-04-2022	-	-
Pno07G003479	df379e75e342b0be92d09d48c60b2cea	383	PANTHER	PTHR48009:SF9	LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE GSO1	2	382	4.6E-189	T	24-04-2022	-	-
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	Pfam	PF01582	TIR domain	95	274	7.7E-46	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	Pfam	PF00226	DnaJ domain	4	62	2.3E-21	T	24-04-2022	IPR001623	DnaJ domain
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	SUPERFAMILY	SSF52200	Toll/Interleukin receptor TIR domain	87	245	4.97E-42	T	24-04-2022	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	SMART	SM00255	till_3	94	243	4.9E-44	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	511	616	8.16E-6	T	24-04-2022	IPR036390	Winged helix DNA-binding domain superfamily
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	Gene3D	G3DSA:3.40.50.300	-	272	432	4.4E-28	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	Gene3D	G3DSA:1.10.287.110	DnaJ domain	1	71	1.8E-22	T	24-04-2022	IPR036869	Chaperone J-domain superfamily
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	272	527	1.99E-53	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	Gene3D	G3DSA:1.10.8.430	-	440	524	3.0E-15	T	24-04-2022	IPR042197	Apoptotic protease-activating factors, helical domain
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	SUPERFAMILY	SSF46565	Chaperone J-domain	3	63	2.88E-21	T	24-04-2022	IPR036869	Chaperone J-domain superfamily
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	PANTHER	PTHR11017	LEUCINE-RICH REPEAT-CONTAINING PROTEIN	90	1181	4.8E-209	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	Pfam	PF00931	NB-ARC domain	291	510	4.4E-26	T	24-04-2022	IPR002182	NB-ARC
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	893	1037	4.6E-10	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	699	891	2.0E-22	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	ProSiteProfiles	PS50076	dnaJ domain profile.	4	62	18.820683	T	24-04-2022	IPR001623	DnaJ domain
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	PRINTS	PR00625	DnaJ domain signature	6	24	5.5E-18	T	24-04-2022	IPR001623	DnaJ domain
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	PRINTS	PR00625	DnaJ domain signature	24	39	5.5E-18	T	24-04-2022	IPR001623	DnaJ domain
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	PRINTS	PR00625	DnaJ domain signature	42	62	5.5E-18	T	24-04-2022	IPR001623	DnaJ domain
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	PANTHER	PTHR11017:SF303	TOLL/INTERLEUKIN-1 RECEPTOR (TIR) DOMAIN-CONTAINING PROTEIN-RELATED	90	1181	4.8E-209	T	24-04-2022	-	-
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	SMART	SM00271	dnaj_3	3	62	1.0E-26	T	24-04-2022	IPR001623	DnaJ domain
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	CDD	cd06257	DnaJ	4	59	6.21953E-22	T	24-04-2022	IPR001623	DnaJ domain
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	ProSiteProfiles	PS50104	TIR domain profile.	93	271	38.023148	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	Gene3D	G3DSA:3.40.50.10140	-	88	271	5.8E-68	T	24-04-2022	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	PRINTS	PR00364	Disease resistance protein signature	382	396	1.1E-18	T	24-04-2022	-	-
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	PRINTS	PR00364	Disease resistance protein signature	305	320	1.1E-18	T	24-04-2022	-	-
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	PRINTS	PR00364	Disease resistance protein signature	832	848	1.1E-18	T	24-04-2022	-	-
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	PRINTS	PR00364	Disease resistance protein signature	475	489	1.1E-18	T	24-04-2022	-	-
Pno07G002914	b849d3c499ba4f2ce59737d58de02b1c	1276	SUPERFAMILY	SSF52058	L domain-like	708	1010	1.59E-28	T	24-04-2022	-	-
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	SUPERFAMILY	SSF52058	L domain-like	298	465	1.22E-22	T	24-04-2022	-	-
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	PANTHER	PTHR11017	LEUCINE-RICH REPEAT-CONTAINING PROTEIN	7	577	7.3E-86	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	PANTHER	PTHR11017:SF403	TMV RESISTANCE PROTEIN N-LIKE	7	577	7.3E-86	T	24-04-2022	-	-
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	295	485	2.0E-24	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	1	133	1.9E-27	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	SUPERFAMILY	SSF52058	L domain-like	2	277	8.26E-48	T	24-04-2022	-	-
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	Pfam	PF00560	Leucine Rich Repeat	335	355	1.6	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	Pfam	PF00560	Leucine Rich Repeat	53	72	1.3	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	134	284	1.3E-30	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	SMART	SM00369	LRR_typ_2	4	27	7.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	SMART	SM00369	LRR_typ_2	145	168	130.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	SMART	SM00369	LRR_typ_2	192	215	200.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	SMART	SM00369	LRR_typ_2	98	121	160.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	SMART	SM00369	LRR_typ_2	333	356	13.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	SMART	SM00369	LRR_typ_2	239	261	330.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G008791	9f94a20ab76ff5c1df4611ce9473f75d	666	SMART	SM00369	LRR_typ_2	51	74	0.92	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno08G003474	ee361005b2df8fddbad03fd1c221236c	715	PANTHER	PTHR23155	DISEASE RESISTANCE PROTEIN RP	3	676	1.8E-74	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno08G003474	ee361005b2df8fddbad03fd1c221236c	715	Gene3D	G3DSA:1.10.8.430	-	29	120	3.8E-11	T	24-04-2022	IPR042197	Apoptotic protease-activating factors, helical domain
Pno08G003474	ee361005b2df8fddbad03fd1c221236c	715	PANTHER	PTHR23155:SF1070	-	3	676	1.8E-74	T	24-04-2022	-	-
Pno08G003474	ee361005b2df8fddbad03fd1c221236c	715	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	516	685	4.7E-19	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno08G003474	ee361005b2df8fddbad03fd1c221236c	715	SUPERFAMILY	SSF52058	L domain-like	269	684	1.53E-20	T	24-04-2022	-	-
Pno08G003474	ee361005b2df8fddbad03fd1c221236c	715	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	299	501	8.8E-8	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno08G003474	ee361005b2df8fddbad03fd1c221236c	715	Gene3D	G3DSA:1.10.10.10	-	121	218	1.7E-15	T	24-04-2022	IPR036388	Winged helix-like DNA-binding domain superfamily
Pno08G003474	ee361005b2df8fddbad03fd1c221236c	715	Pfam	PF00931	NB-ARC domain	3	121	5.8E-23	T	24-04-2022	IPR002182	NB-ARC
Pno08G003474	ee361005b2df8fddbad03fd1c221236c	715	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	2	135	1.3E-22	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	Pfam	PF13855	Leucine rich repeat	406	462	8.3E-8	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	Pfam	PF13855	Leucine rich repeat	46	103	1.2E-9	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	Pfam	PF13855	Leucine rich repeat	476	534	6.1E-12	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	Pfam	PF13855	Leucine rich repeat	208	265	9.1E-7	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	9	177	3.1E-35	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	92	113	7.280716	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	PANTHER	PTHR16083:SF20	LRR RECEPTOR-LIKE KINASE	212	583	3.7E-138	T	24-04-2022	-	-
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	276	296	180.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	252	275	5.4	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	498	520	0.035	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	404	426	69.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	475	497	29.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	160	182	130.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	206	229	4.2	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	230	250	250.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	45	66	150.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	427	450	0.0056	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	521	544	6.6E-4	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	90	113	1.3	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	381	403	290.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	136	159	34.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	67	88	0.64	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	546	568	21.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SMART	SM00369	LRR_typ_2	297	320	12.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	PANTHER	PTHR16083	LEUCINE RICH REPEAT CONTAINING PROTEIN	212	583	3.7E-138	T	24-04-2022	-	-
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	PANTHER	PTHR16083:SF20	LRR RECEPTOR-LIKE KINASE	137	227	3.7E-138	T	24-04-2022	-	-
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	PANTHER	PTHR16083:SF20	LRR RECEPTOR-LIKE KINASE	14	132	3.7E-138	T	24-04-2022	-	-
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	46	68	7.534839	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	178	271	5.1E-23	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	468	580	6.5E-28	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SUPERFAMILY	SSF52058	L domain-like	361	559	1.87E-41	T	24-04-2022	-	-
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	272	330	4.4E-6	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno07G004571	1bcbbd0c9e56ba89e2fb8b5a3fa8e23b	584	SUPERFAMILY	SSF52058	L domain-like	42	319	5.78E-57	T	24-04-2022	-	-
